,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,ra,dec,u,g,r,i,z,petroRad_u,petroRad_g,petroRad_r,petroRad_i,petroRad_z,labels,class
884356,2.806568,15.46436,16.87058,6.15101,11.57074,136.679815099097,54.5999594419088,20.54492,19.6441,19.45272,19.35925,19.33032,1.678069,1.351341,1.233642,1.258387,1.368567,0,QSO
1121066,0.07694989,144.007,175.6012,18.72853,42.81446,232.598884374344,7.30993113695011,19.58459,17.94484,17.14555,16.70264,16.43275,10.31856,2.48745,2.315591,2.244911,2.233891,0,QSO
12939,6.199281e-05,575.6136,587.1885,124.8561,349.5702,120.129010497823,-0.565412885048201,17.49758,16.11113,15.63087,15.48731,15.43438,1.575159,1.254855,1.41622,1.310954,1.112636,0,STAR
1093572,1.088707,52.5453,53.79881,24.93134,31.06903,162.700474649031,42.0129064601951,19.57702,19.04762,18.50572,18.302,18.24091,1.514715,1.38289,1.221257,1.10399,1.610846,0,QSO
204674,-0.000710504,7.393138,8.622838,0.8707393,3.264205,172.854630215296,47.9694816225544,24.48318,21.04056,20.35414,20.18293,20.07435,4.585343,1.395522,1.43292,1.495423,0.9778203,0,STAR
991730,2.827232,29.98534,34.5092,6.553741,15.14468,126.817757427672,39.9618111604789,20.7207,19.12811,18.72368,18.54811,18.41075,3.934508,1.54989,0.9820464,0.9923119,1.0832,0,QSO
930719,2.109179,13.46619,16.60741,12.84639,9.557965,24.1268110725315,14.5464532502873,20.18141,19.90631,19.77633,19.57451,19.40499,1.606848,1.536907,1.464494,1.269285,1.795407,0,QSO
639542,0.4550426,17.26517,27.40912,0.07028049,1.462637,202.166793810152,44.6980295305003,24.03383,21.01431,19.33104,18.59364,18.15355,2.9698,2.969921,6.205084,2.866978,11.16027,0,GALAXY
199215,5.00034e-05,377.3879,401.3461,79.8769,190.4828,150.105731816064,54.8009909255568,17.9243,16.76807,16.2575,16.04827,15.96242,1.409,1.288201,1.195502,1.2259,1.169254,0,STAR
965521,3.261835,5.72388,5.986603,2.034303,3.519307,5.22907266456969,-0.854112844670584,22.46721,21.13726,20.74964,20.69388,20.87097,2.130096,1.612645,1.000052,0.8740664,0.787185,0,QSO
133286,-1.355374e-08,115.3555,115.6291,48.03869,75.26934,171.607509024026,59.8910837367258,18.56786,17.66861,17.42972,17.32288,17.30665,1.698763,1.822244,1.72506,1.353992,1.413052,0,STAR
289406,-0.0005886683,618.801,664.8413,158.7715,313.7899,253.785237552131,33.2270330560035,17.48223,16.29182,15.73901,15.50991,15.39384,1.290806,1.41985,1.081179,1.064937,1.187697,0,STAR
1274468,1.893508,4.915455,5.541052,4.700717,5.148226,188.962248268136,30.610664104519,21.60587,21.48153,21.78278,21.59835,22.3125,1.5751,1.41933,1.345719,1.116331,2.971063,0,QSO
1309175,1.17489,5.3106,4.622911,4.105792,4.482691,160.109896250355,29.1934684682473,20.767,20.76007,20.54945,20.62988,20.66416,2.120247,1.945094,1.341038,1.167802,1.81054,0,QSO
103039,0.0003688357,14.32969,14.71274,4.955391,9.438193,126.983492015776,1.17463832415382,21.04859,20.01179,19.69633,19.61922,19.49238,2.04616,1.567682,1.610165,1.515793,1.28412,0,STAR
743799,0.03035925,35.22713,38.18452,10.34089,18.26315,124.568749654856,6.10381422889262,18.7986,17.49438,17.07778,16.88973,16.75422,6.43358,6.897833,6.800738,6.580307,6.235495,0,GALAXY
42488,-0.0003018072,9.041946,9.954739,3.420897,5.536892,111.362569269313,36.4432919367234,21.90457,20.70756,20.43324,20.11442,20.21112,1.80603,1.402131,1.217264,1.202087,3.876713,0,STAR
1111540,1.096913,12.76636,12.13052,9.573264,10.49453,148.957329794845,44.216047548958,20.80544,20.48753,20.19906,20.19615,20.56261,1.838592,1.456821,4.249239,1.719986,1.255777,0,QSO
1181989,1.297659,3.150416,3.95645,1.798231,2.097463,223.149835734833,32.7681942201244,20.89327,20.98269,20.68868,20.77011,20.73759,4.393385,1.308814,1.187279,1.193644,2.969561,0,QSO
592998,0.1515683,64.66809,86.01767,3.45772,13.95899,217.568811120807,54.615330656871,20.59278,18.79751,17.62618,17.16018,16.7819,4.281394,3.979428,4.132433,4.339635,3.83335,0,GALAXY
611364,0.3399208,32.99164,42.65431,0.9913613,3.748248,209.014605935748,42.7883027871002,23.9935,20.49927,18.80076,18.12342,17.77931,2.970029,2.990241,3.83334,3.547875,3.30141,0,GALAXY
400134,-3.512928e-05,39.20213,43.59667,4.894535,15.78739,238.633412787148,27.6068079735912,21.19808,19.47437,18.722,18.48866,18.30155,1.679041,1.495898,1.095321,1.094823,8.873513,0,STAR
892855,1.441027,3.766204,3.290807,2.610826,2.077372,20.6970611575398,14.1463563032676,22.37125,22.3103,21.66846,21.62642,22.12021,2.038205,1.2507,1.139957,0.956452,0.8713965,0,QSO
240918,0.0001410672,55.32093,55.40356,18.56083,36.27033,147.960145514454,52.6489700240719,19.5974,18.5231,18.18793,18.10073,18.03589,1.55557,1.510532,1.48611,1.161048,1.156042,0,STAR
529990,0.1606656,59.35347,80.63046,5.531452,11.39698,143.788861199907,1.28077209253641,19.83193,18.33175,17.2933,16.80669,16.48435,27.92493,5.910093,5.626856,5.632452,5.755335,0,GALAXY
895731,0.2223906,20.24887,23.73047,8.31654,9.845957,250.543113031022,44.9592107515077,20.4749,20.02783,19.45525,19.1064,18.95314,1.52574,1.572237,1.523347,1.491168,1.437631,0,QSO
1152467,0.8874812,3.227853,3.806022,4.384151,4.331952,249.177045892878,27.9797810484368,21.70146,20.925,20.92385,20.8961,20.53592,1.876874,1.769893,1.467466,1.274136,1.63193,0,QSO
1311365,1.81908,10.17362,10.63802,5.62369,6.91097,348.976934998856,24.5932198926757,21.05271,21.03046,20.7876,20.24343,20.28204,7.357731,1.815546,1.794637,1.861551,7.358576,0,QSO
1135735,2.39277,6.325322,7.738344,2.023122,4.728883,251.078828201358,21.4888928849198,21.89277,21.36001,21.43138,21.24737,20.49267,3.665693,1.649885,1.241229,2.891573,1.082496,0,QSO
689515,0.102664,19.23557,22.88089,2.380944,7.694421,322.981483537228,-0.631418355417707,20.64195,19.30087,18.66816,18.34347,18.04555,4.014282,3.599552,4.014011,3.846113,3.301812,0,GALAXY
1069542,2.218976,9.573987,12.66506,3.991856,5.974535,218.748108966691,51.8974775053195,21.34952,20.56692,20.17951,20.04859,19.85531,3.295275,1.340821,1.382257,1.020601,1.537684,0,QSO
368733,0.0001714487,5.621597,7.204365,0.3213441,1.999136,111.077022966778,39.5065571548613,26.24973,22.17506,21.06692,21.2726,20.0354,2.970615,1.029521,1.075706,2.969435,2.678493,0,STAR
363250,2.244527e-05,188.1586,193.4472,29.2599,93.15591,201.383802600591,30.0185780846295,18.34047,17.1968,16.57748,16.33696,16.19876,1.941847,2.008924,2.685206,3.104829,3.540927,0,STAR
1131327,1.36839,6.616597,7.343598,7.739073,5.210121,184.935236033411,44.3983200206242,21.27095,21.68702,21.02966,21.30296,20.77404,1.704112,1.624299,1.405614,1.398805,2.024768,0,QSO
92702,4.649077e-05,51.18909,59.77921,1.812866,12.1714,10.3928746049559,14.0507706104497,22.24362,19.73356,18.63817,18.21835,18.01398,3.552329,1.351682,1.219408,1.161326,1.193158,0,STAR
446184,0.5774049,5.312037,7.882049,0.7704095,1.048316,182.900069933147,-1.02212441966631,22.63035,21.43514,20.61362,19.7776,19.92055,2.969342,3.767328,3.29527,3.267267,2.403077,0,GALAXY
870260,0.5776165,7.591456,12.27489,-0.02286701,0.4357998,141.724840401669,13.4513467623516,23.88322,22.96547,20.8751,19.70345,19.18357,0.4762032,2.970393,2.415893,2.550895,1.948078,0,GALAXY
388067,-0.0004596301,100.7735,106.065,34.94453,66.04409,250.558324615421,19.2804810634291,18.84507,17.85036,17.50636,17.34234,17.30336,1.184808,1.161264,0.8563895,0.8987207,1.04789,0,STAR
712307,0.5822851,10.8794,16.61208,0.02736814,0.8385847,165.653047294407,35.251653133815,25.37955,21.96217,20.22767,19.17737,18.85604,0.661485,1.838066,2.487122,2.774618,4.89208,0,GALAXY
749932,0.1721766,57.89157,86.12391,9.899647,11.99376,141.114175756253,10.3675723321592,20.34299,18.68789,17.5523,16.97948,16.58501,2.97001,4.886568,4.459015,4.174592,4.196246,0,GALAXY
272993,0.0001803163,112.5687,201.1883,0.852668,8.552186,48.2260324698485,0.598100256207866,22.76509,20.09204,18.54596,17.33131,16.64711,0.5539473,1.260586,1.049842,1.073938,1.125361,0,STAR
741315,0.4880345,7.028198,10.49978,0.07284767,0.6690153,115.477826049562,45.3771964125082,24.94119,22.36717,20.75897,20.10641,19.57737,2.970181,1.853023,1.623336,1.722013,1.456336,0,GALAXY
972627,1.526419,1.340761,1.266945,0.4902595,0.622751,137.342812793463,45.4679014705495,21.8395,21.8533,22.13954,22.12624,23.193,1.783477,1.142912,1.405367,1.110259,2.970393,0,QSO
798059,0.07005093,68.88078,82.60545,11.10853,25.09939,195.051801954636,45.4897731006728,19.1534,17.78206,17.19146,16.83324,16.59099,5.776938,5.761555,5.319909,4.93965,4.734706,0,GALAXY
188567,9.689759e-05,8.279559,6.330783,10.87276,13.23969,167.988808097939,6.17428492692987,19.5891,19.70603,19.95268,20.19529,20.33308,2.163102,1.655176,1.48608,1.798828,3.954946,0,STAR
1015562,2.420354,2.282553,3.278337,1.242266,2.383653,189.635152420716,50.6166006016506,21.54865,20.74073,20.65135,20.70739,20.36444,2.341499,1.364091,1.76555,1.407979,1.175265,0,QSO
1168982,0.3418105,49.59778,80.48778,47.44992,41.55663,198.083726507261,9.27222860437717,18.51785,18.39169,18.30618,18.27841,17.84761,1.900568,1.588368,1.591061,1.69171,1.695477,0,QSO
681512,0.3617006,12.48423,17.75016,0.2488036,1.417557,157.371652352959,44.0339296197173,23.48687,21.25052,19.37221,18.75179,18.37444,0.9095039,2.901671,5.510097,4.535155,3.132014,0,GALAXY
406820,0.0002383389,233.9227,317.7586,20.58755,62.75099,115.841055434935,43.3335656621783,20.72479,19.82064,18.06596,17.07294,16.549,2.499005,1.798728,1.958434,1.690254,1.443675,0,STAR
1208444,0.925108,17.68173,23.8258,4.847794,8.195117,195.155219612226,37.286116723286,21.38077,20.14378,19.53471,19.36246,19.08267,1.138778,1.315314,1.254102,1.123828,1.139122,0,QSO
1215828,1.736902,30.66099,36.77142,21.38293,22.23401,218.287870801076,29.7879159919726,19.22943,19.09811,19.04355,18.75034,18.69088,1.512919,1.435131,1.250211,1.289315,1.456033,0,QSO
818455,0.03963291,32.89169,39.02576,7.335222,15.05064,226.719675830165,8.1732800033166,19.01384,18.01731,17.62996,17.35682,17.12293,9.850405,7.807213,6.967642,6.839056,7.761799,0,GALAXY
297120,5.240617e-05,175.0583,207.7505,6.379116,54.50197,187.491030153845,7.66015151053667,20.7173,17.95076,16.85722,16.54449,16.31663,5.977561,1.122565,0.82745,0.8951721,0.985742,0,STAR
358626,-0.0002374598,15.26825,14.89853,4.793176,10.57891,144.140058753305,32.5368464553145,20.91361,19.89439,19.72966,19.47684,19.45472,1.130616,1.217955,1.152648,1.061537,1.405339,0,STAR
311261,-0.0003713774,2.298128,2.28239,0.6360906,1.673558,115.725268507537,19.3534911288726,24.50584,21.78587,21.65303,21.4703,21.42779,2.970102,1.82114,1.758189,1.701517,2.259807,0,STAR
465656,0.5554535,6.247381,9.989732,-0.01416084,0.4776916,119.891614551841,44.7590676191188,23.16414,23.02425,21.3457,20.30455,19.82621,2.969326,2.969382,2.386298,2.145077,1.994672,0,GALAXY
1296792,3.209116,8.122581,7.442207,1.040451,4.672849,2.28639843869416,-8.31673786468489,23.36537,21.32036,20.83902,20.95232,20.73658,4.584759,1.175805,1.396293,1.103142,7.360755,0,QSO
25092,-5.485971e-05,18.12976,18.2318,6.520289,11.89667,214.239461267086,-0.997163538058214,21.13932,19.58726,19.25608,19.03439,19.57091,1.355934,1.567872,1.686296,1.644202,1.291597,0,STAR
241166,0.0004762044,31.93645,35.94765,8.311745,16.54504,172.725921735749,47.7780308875151,20.68435,19.4448,19.03158,18.87546,18.77366,1.769286,1.574832,1.329721,1.271233,1.344853,0,STAR
484924,0.1139111,96.84927,126.7743,9.004685,27.56304,29.4170182012498,-9.07183693185946,20.05924,18.0728,17.07378,16.62475,16.28016,27.92365,7.040674,5.446965,5.557668,5.885987,0,GALAXY
1307814,1.094158,19.73108,23.37392,2.777342,7.845435,235.550535079537,15.5177417014999,20.8765,20.07099,19.36509,19.16853,18.97348,1.299137,1.506319,0.9273226,0.9618603,1.000609,0,QSO
356270,-2.015708e-05,196.6414,250.8048,4.024975,40.33544,206.84677328766,44.3839021499107,20.93496,18.31425,17.12728,16.73208,16.43443,1.272257,1.062666,1.084526,1.037377,0.9402784,0,STAR
38943,0.000395411,19.523,20.3119,8.215542,12.67894,113.068371917448,36.3411886558415,20.67172,19.71921,19.36493,19.2708,19.18774,1.688422,1.427462,1.490785,1.810518,1.442454,0,STAR
110369,-0.0006226647,2.479702,2.103349,2.029715,2.645866,196.485635282139,62.5821396681646,21.89957,21.45967,21.35879,21.41531,22.22646,1.964139,1.262842,1.823589,1.166635,0.8974637,0,STAR
705945,0.4852437,6.3448,9.721603,-0.08842344,0.4239086,207.808816406318,45.5639352829402,24.38762,23.12636,21.24555,20.39234,19.62356,2.969758,2.970123,1.303724,1.007737,3.662087,0,GALAXY
735084,0.02828288,59.42084,69.05713,15.47491,29.7509,348.882799084075,-0.704624681013956,19.00624,17.83948,17.27394,16.99918,16.71936,8.848512,4.189065,4.691356,4.560646,4.574775,0,GALAXY
49218,5.340984e-05,229.8031,279.256,6.3542,50.97235,49.1922163083538,-6.53884305944252,20.73932,18.21167,17.03661,16.57528,16.3254,106.7531,1.467463,1.363082,1.303637,1.356771,0,STAR
737983,0.1553423,63.75419,81.6563,3.234555,13.76924,159.250560827546,30.0138408090332,19.77724,18.03848,16.87841,16.39544,16.12309,11.57312,8.729823,8.56123,7.837592,8.169499,0,GALAXY
982540,0.9322245,9.057232,8.264655,5.584505,7.976854,153.806491406013,44.6972765365494,20.16457,20.02376,19.95151,20.08628,20.03562,1.781884,1.869812,1.688737,1.783967,7.359168,0,QSO
1070799,0.5603988,4.712007,5.840325,2.242835,2.422469,147.153602491658,37.0700532401622,21.94289,21.31991,21.04445,20.63015,20.34915,7.359472,1.433933,1.247342,1.342191,2.286416,0,QSO
27701,-0.0008573091,35.05227,34.38656,15.20688,23.87357,146.612276325336,63.3500633421763,20.06477,19.07236,18.70846,18.56167,18.50042,2.147107,1.679306,1.738701,1.475716,1.594949,0,STAR
848510,0.183002,65.71637,91.09982,3.841176,11.48804,224.588512121008,18.0654878290421,21.07991,19.16979,17.84419,17.29241,16.85531,4.130212,3.767966,3.462597,3.360982,2.81034,0,GALAXY
506604,0.3768739,13.00116,20.17831,0.0961401,1.116899,215.262663220332,2.43371182039309,23.08305,20.93899,19.20694,18.51057,18.14284,2.925213,2.969298,3.817572,3.569779,4.299985,0,GALAXY
1103867,1.30825,13.35432,13.73598,7.54571,8.331768,144.270649646025,37.2755218223298,20.09917,20.04959,19.77947,19.62687,19.62568,6.419998,1.546019,1.379621,1.204854,1.614128,0,QSO
356878,-5.938681e-05,160.7832,174.9526,26.03031,75.57874,225.033473277608,11.7541413635424,19.33393,17.83163,17.23583,17.01015,16.87358,1.493989,1.492789,1.319647,1.182611,1.359021,0,STAR
23855,0.0001563579,259.5879,306.562,16.14269,89.61147,111.11578826354,0.168556853860916,18.83653,17.23422,16.59109,16.37325,16.24217,1.280037,1.284548,1.168078,1.094107,1.107733,0,STAR
654743,0.5454061,5.959841,8.616543,0.4524078,0.9316338,148.939890525086,33.4534864510546,21.73183,21.81484,20.35955,19.54599,19.17591,11.30664,2.051228,3.721823,3.407862,3.220536,0,GALAXY
813724,0.5090922,9.072624,13.82016,-0.08072636,0.6711938,152.608054139699,22.2928714463761,23.45251,22.19591,20.59817,19.57114,19.1305,0.8999871,2.969597,1.749472,1.864365,1.403593,0,GALAXY
1208941,1.821214,2.305295,2.261099,1.690868,1.973283,222.418207838914,33.6780734674201,21.82459,21.89647,21.87519,21.59147,21.78094,1.386966,1.078691,1.06687,0.7799456,1.046965,0,QSO
1101197,3.143255,6.293267,6.219098,1.674743,4.689753,140.081442398421,35.0387989054145,25.01125,20.77857,20.43193,20.52566,20.8546,4.584552,1.522543,1.574229,1.60054,1.041335,0,QSO
943813,0.9965355,49.34855,51.62073,33.39161,36.38407,137.768452097282,52.0790103622035,18.99904,18.54655,18.2941,18.25431,18.17633,1.738041,1.663212,1.486328,1.347012,1.592026,0,QSO
287375,9.546092e-05,29.5106,31.45539,11.29945,19.21169,208.352983933673,10.7291185954753,20.08889,19.15465,18.83485,18.68414,18.61725,1.960289,1.675007,1.670366,1.229581,1.473533,0,STAR
423555,-4.73914e-05,42.00506,42.62437,11.62368,23.05228,171.505130292364,19.268200039441,20.07961,19.01099,18.52743,18.36692,18.29824,1.180957,1.211611,0.9839101,0.8387914,0.8842261,0,STAR
1122770,1.26511,1.888907,2.014533,0.7413543,1.10834,224.421150371071,49.0149961599003,22.04974,22.16047,21.63652,21.65786,21.13935,1.806869,1.280908,1.044146,1.235691,1.377977,0,QSO
546795,0.08097886,53.36641,65.21538,7.182593,18.06278,134.004851479336,36.8821796693264,19.39421,17.99791,17.36982,16.95653,16.70198,8.421709,6.252093,5.86687,5.77988,5.263604,0,GALAXY
123009,-0.0003420899,25.08591,26.14879,11.49601,18.48294,20.9533100052982,-0.94498683872979,20.24339,19.40841,19.13047,19.05686,19.07997,1.365324,1.282937,0.9984183,0.9529747,1.04113,0,STAR
896368,1.429727,1.964619,2.261818,1.998157,1.343858,127.166210173732,53.0931966867581,21.45174,21.40002,21.03887,21.00371,20.81894,1.527729,1.428185,1.373009,1.328694,0.8604431,0,QSO
565355,0.4145502,18.79299,28.67107,0.3552686,1.867268,166.535894908525,5.58836177259653,23.2466,21.01369,19.24088,18.63584,18.32936,0.7201957,2.895699,3.451459,3.267032,2.763381,0,GALAXY
499878,0.2775667,54.7833,73.65787,4.081232,7.96462,215.257118499002,0.195989481930687,21.7498,18.56344,16.94708,16.42679,16.0451,2.970417,8.493945,8.641726,8.859082,7.335835,0,GALAXY
749300,0.4241409,16.2737,23.1641,0.1169636,1.502281,162.767698416804,43.2520005903564,24.18492,21.30258,19.55544,18.81249,18.39945,2.969683,27.92668,5.400471,4.846176,5.21072,0,GALAXY
301500,-0.001249574,136.4596,129.441,106.6828,142.1502,0.596971151220487,0.579083870182039,18.21168,17.11128,17.10351,17.13925,17.1854,1.117619,1.212769,1.125055,1.013042,1.085759,0,STAR
959806,0.3734566,22.11232,35.16108,21.24851,17.68822,121.164783742173,31.9692778055077,19.44485,19.17269,19.09883,19.06618,18.63339,2.071635,1.95808,1.616355,1.529525,1.719474,0,QSO
1136435,1.871661,5.206322,5.567552,3.566967,3.978938,113.519131987866,44.8976222983194,21.50016,21.21903,21.14944,20.77362,20.97887,1.31834,1.184229,1.092069,0.8729957,2.59926,0,QSO
1093333,2.111445,5.858505,7.261071,5.594697,5.236108,229.869064646138,39.1472133038905,20.83258,20.61686,20.66944,20.47244,20.26492,1.781113,1.165182,1.132427,1.244696,0.9353238,0,QSO
820672,0.06978064,91.82486,106.2567,10.4037,31.02434,348.107605455232,0.165326577717867,19.13855,17.55612,16.73422,16.31324,16.01383,7.919025,6.345641,5.939965,5.675195,5.107902,0,GALAXY
377039,4.996322e-05,57.86365,70.22147,1.035449,11.03618,26.5499696669088,0.970654417847073,22.02575,19.64673,18.51668,18.04317,17.7947,18.01747,1.183504,1.209001,1.230329,1.237387,0,STAR
1301381,1.839369,3.844351,4.237585,2.809206,2.984554,352.439696784224,1.98465734317879,21.21283,21.32459,21.23437,21.02504,20.92983,2.970129,1.365605,1.09558,1.426962,0.8739915,0,QSO
930425,2.801141,3.716545,4.177862,1.195578,2.943686,251.688771856301,39.9588528245822,22.27777,21.45763,21.35719,21.38763,21.32133,2.221655,1.515981,2.038088,1.274905,1.512255,0,QSO
197042,-0.0007903332,124.7866,116.17,71.76878,135.9356,349.698877181171,-0.959584723930394,18.31524,17.10576,17.12593,17.18707,17.25969,1.331813,1.31564,1.071342,1.010401,1.122568,0,STAR
7487,-2.821559e-05,330.4265,455.6133,4.308713,54.84978,129.427852695831,-0.426230264621207,20.66739,18.03756,16.87936,16.4498,16.21791,1.446455,1.279449,1.053046,1.090827,1.226722,0,STAR
253180,0.0002824278,16.21001,16.80473,4.751067,10.86728,117.196681193378,19.8181850587253,20.9131,19.69961,19.46438,19.32392,19.32737,1.497236,1.30592,1.173237,1.109994,1.490727,0,STAR
946210,3.120795,5.360445,5.992009,1.105547,3.775058,210.447335533219,3.5596235799194,23.99636,20.47899,20.04642,20.18053,20.04723,2.969749,1.676493,5.483274,1.666982,1.932387,0,QSO
1292318,2.715628,13.08467,14.789,3.953691,6.287837,359.09037986894,7.74512582791881,22.34744,20.46044,19.99603,19.7529,19.53847,1.482911,1.464907,1.099924,1.079951,1.291445,0,QSO
325710,0.0002472435,52.86575,64.91473,1.480883,14.96221,229.822620194722,8.18397526934189,21.69452,19.45472,18.51364,18.18829,18.02762,1.390855,1.195255,1.082932,1.132537,1.280507,0,STAR
1276367,1.826933,2.023246,2.259208,1.193707,1.415462,337.10630418986,21.9484691864833,21.82974,21.66038,21.81569,21.5387,21.61091,0.9695024,1.320311,1.333644,0.8418548,0.6878415,0,QSO
140913,-0.0007898182,232.3865,253.1886,34.17393,94.57515,337.639900260478,12.1689408114904,18.37522,17.21655,16.66574,16.41939,16.32607,1.28133,1.244335,1.124817,1.156204,1.167508,0,STAR
818551,0.1755217,71.2382,103.0179,4.478672,14.03578,257.932941465701,21.9495996214254,20.23205,18.26682,17.04802,16.53804,16.19207,5.63132,4.354223,4.524006,4.322412,4.610898,0,GALAXY
797226,0.36437,23.63299,34.71965,0.4382598,2.448627,258.115915021708,21.9110935955326,23.31966,20.65845,18.84978,18.19533,17.7414,2.971216,2.78402,2.83016,2.566934,2.721313,0,GALAXY
