,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,ra,dec,u,g,r,i,z,labels,class
1294360,2.196495,4.584754,4.53413,2.165349,4.051777,229.913675357517,36.8593657102763,21.75129,21.1663,21.1109,20.95979,21.04969,0,QSO
579172,0.7421825,2.444479,4.786491,-0.06857443,0.1303556,238.858588276868,54.9279377771972,26.27537,24.02603,22.33627,20.7594,19.86141,0,GALAXY
602139,0.108285,43.96839,53.69305,7.149131,14.28984,225.890569183834,62.7365247512655,19.67111,18.45756,17.76611,17.35819,17.11404,0,GALAXY
636251,0.05863976,30.06669,33.10616,5.054912,15.80965,232.535715849475,43.8852244698831,19.1572,18.06338,17.62686,17.34317,17.24538,0,GALAXY
157366,-2.100238e-05,42.91724,73.2409,0.1300666,2.669955,173.691545092415,50.9002265032127,24.27476,21.24069,19.57321,18.37626,17.69554,0,STAR
106153,0.0005039603,276.3257,292.5419,78.99245,166.8344,141.910741421933,50.5484891698067,17.86757,16.9139,16.63976,16.54773,16.52851,0,STAR
1163520,1.886066,4.196291,5.570247,1.273377,1.623944,193.414679697448,51.8262620158193,22.36323,21.66286,21.29672,20.77398,20.71086,0,QSO
885753,0.590036,9.275,13.76807,0.05873796,0.8412729,21.7177540317978,23.3240580891182,23.24955,22.45996,20.82952,19.68718,19.33949,0,GALAXY
182423,-1.459141e-05,110.4779,119.4567,20.37465,53.79617,229.788471151659,5.54766475940812,19.44281,18.17087,17.62292,17.4201,17.31171,0,STAR
951586,0.04309938,104.6583,128.7005,20.38609,40.61372,187.074102170496,18.3366970964613,18.86379,17.58365,16.95588,16.60432,16.36931,0,GALAXY
655695,0.06331948,11.46318,11.45108,-0.3271304,2.67068,352.699895808375,13.4636652130325,19.30417,18.23424,17.71147,17.41009,17.29674,0,GALAXY
1372578,2.760336,14.94416,17.61832,5.958362,11.95714,17.0160001148593,0.113175657831956,20.61549,19.58529,19.5337,19.49372,19.43651,0,QSO
431713,0.0001930601,4.961895,6.592123,0.5174069,1.464384,158.76527039451,31.9951375849598,24.9372,22.6786,21.44373,20.85392,20.47649,0,STAR
582076,0.1542988,64.41062,86.85894,5.5486,14.30045,169.994783965826,4.18248425339885,20.67473,18.66453,17.45788,16.97677,16.60656,0,GALAXY
59499,-2.209555e-05,132.7059,164.6715,2.000795,25.75103,61.699394910134,-6.62326936309274,21.53309,18.85941,17.66636,17.15951,16.87154,0,STAR
1390356,1.998322,17.7558,21.4961,14.68104,12.03075,190.329567240336,30.2118153066476,20.23015,19.95904,19.81336,19.61781,19.46277,0,QSO
568133,0.345439,29.70809,40.19931,0.7099029,2.457464,124.997648009425,49.6907865761653,23.93101,20.51931,18.69942,18.04577,17.70916,0,GALAXY
495131,0.0001641732,132.2128,141.6075,51.20245,88.88751,138.943108882715,15.3678270386729,18.50813,17.57187,17.19518,17.05355,16.99356,0,STAR
1280738,0.5094368,9.074332,10.5181,5.984549,6.570456,146.806615229972,8.86951060567411,21.02071,20.57342,20.44247,20.0815,19.86277,0,QSO
1179558,1.35068,12.78208,12.65856,11.67586,9.812269,186.99505854477,61.2233087122823,19.80662,19.77046,19.56562,19.50213,19.54793,0,QSO
214841,-0.0002880091,150.0799,151.1232,46.70568,99.74328,198.791424638967,53.939415384353,18.44648,17.53502,17.25039,17.14176,17.15852,0,STAR
610791,0.02923943,64.42023,74.65598,21.97023,35.04261,132.959319456632,40.0404727505978,17.69895,16.77077,16.36126,16.15628,15.97544,0,GALAXY
560678,0.3188336,25.26166,34.7674,1.155553,3.821388,175.643401548195,67.9569522894803,22.51465,20.4597,18.84986,18.25357,17.96289,0,GALAXY
251181,0.001276979,6.073657,7.006345,1.104815,3.0172,114.763529834298,19.2047243306884,23.19973,21.18587,20.86544,20.55662,20.32117,0,STAR
1259160,2.196866,10.74394,14.2624,6.058581,7.692146,229.619253430607,42.2305662902344,21.10453,20.55442,20.44518,20.27407,19.91536,0,QSO
316237,-1.663085e-05,43.76433,47.22661,13.55419,22.8872,116.287425027708,28.2794151231892,19.58162,19.60241,19.97742,20.29944,20.42401,0,STAR
1235611,0.9414449,2.198568,3.16063,0.9469956,1.081509,136.858733282548,30.9626551773932,21.89861,21.48005,21.44862,21.35907,20.72975,0,QSO
236601,4.563918e-05,65.26862,196.7502,0.2442252,1.142793,144.778630039538,41.5073271251063,23.30583,21.78004,20.34248,17.87889,16.57288,0,STAR
296617,-9.831899e-05,85.46996,91.1119,17.3483,42.86267,145.047625875275,7.16879932797667,19.64341,18.35582,17.86736,17.67661,17.6034,0,STAR
95798,-0.0002237163,5.505688,5.537834,0.8242095,2.719746,183.762386505011,5.31129819529893,24.02927,21.35904,20.84615,20.65803,20.65334,0,STAR
1084470,1.463346,2.183281,2.48471,0.6102064,0.8498102,21.8485278453098,-1.0282988609563,22.22856,22.10803,21.8389,21.47447,20.88469,0,QSO
691654,0.4888995,15.67779,24.20391,0.2705765,1.468103,125.317948194621,23.3034244021877,25.45413,21.596,19.88831,18.9297,18.52525,0,GALAXY
963132,0.4923433,12.61835,21.359,-0.1356841,0.4075855,216.937065977257,13.9928471064525,22.1851,21.24333,19.24506,18.25612,17.71125,0,GALAXY
739278,0.3126684,22.7241,32.8945,0.2891791,2.402152,126.188667280567,4.7609212453456,22.95111,20.26477,18.60422,18.06536,17.70039,0,GALAXY
1175046,1.938597,11.35968,13.55243,7.519963,7.548754,220.7571769886,49.1018267575923,20.61231,20.23308,20.11091,19.90742,19.80816,0,QSO
902152,0.04698101,65.36027,80.10235,8.835722,22.96583,227.112322678284,36.0553297046419,19.91397,18.31792,17.60998,17.26305,17.01313,0,GALAXY
446852,0.0003188548,13.38809,12.09869,4.013882,8.37414,184.068200728497,40.419314056595,20.92478,19.80572,19.51967,19.38716,19.40772,0,STAR
1012464,1.641178,4.177664,3.671541,4.103035,3.837771,221.306257611135,59.4214856943776,21.61745,21.45377,21.31135,20.83031,21.20086,0,QSO
1137858,1.409047,14.65967,15.14786,7.94773,8.136977,121.172425348912,30.771802502505,20.22055,20.06163,19.73459,19.67204,19.63775,0,QSO
1370285,2.16749,1.559617,1.889784,1.71648,1.62455,252.469989677615,51.7961574239792,22.19721,21.63023,21.44444,21.38362,20.94201,0,QSO
259811,-0.0003097962,75.68279,82.64209,14.32584,36.5677,194.049102461606,59.5309003103831,19.95321,18.63597,18.05679,17.82672,17.73752,0,STAR
1220510,1.996735,1.643505,1.886448,1.528898,1.316697,201.180188668035,48.8093308580857,22.29547,21.70368,21.65229,21.61954,21.17036,0,QSO
839198,0.06959674,79.94257,99.51088,9.775493,26.17652,212.659876844144,26.1033068315399,20.05156,18.49189,17.69489,17.27796,17.01521,0,GALAXY
611275,0.2046969,25.3929,31.77067,3.016155,6.674901,325.264290777912,-1.03301438552932,21.16195,19.79169,18.91586,18.47157,18.20232,0,GALAXY
1042556,1.208082,16.93278,14.29218,11.07096,12.82082,172.9905825532,59.069224957327,19.31473,19.22178,19.01168,19.08886,19.2914,0,QSO
1305934,2.42702,1.836677,2.451161,0.5304583,1.518408,188.575832363808,42.0470083126481,22.98744,21.40017,21.25919,21.36782,21.39717,0,QSO
528135,0.4592708,12.01142,18.25344,0.1375974,1.086681,183.115983732669,0.529127294815193,23.55397,21.38447,19.87614,19.0393,18.51302,0,GALAXY
110888,-0.0002862365,17.39223,21.45453,0.4415231,4.106843,254.170693807801,40.9944292572091,24.68516,20.94696,19.84452,19.42204,19.26065,0,STAR
367205,-5.229217e-05,202.2603,236.3196,11.14846,61.87472,353.10607324337,0.998809366478994,20.16603,18.0311,17.12926,16.76891,16.48106,0,STAR
104558,0.0004094946,267.195,275.3248,90.99092,167.8719,179.083283727998,63.0755806953852,17.85821,16.88817,16.56191,16.45822,16.40995,0,STAR
719242,0.09099066,103.9484,157.4946,6.273492,22.99803,124.670323072074,2.61013774357946,19.30577,17.41984,16.4593,16.02552,15.69324,0,GALAXY
1410062,1.497009,15.9156,14.64703,15.00347,13.08643,222.534423869296,41.0375584074423,20.40855,20.21216,20.11796,19.89756,20.00615,0,QSO
1299493,2.365216,3.093541,6.150087,0.1506081,2.055712,196.434643129776,12.2691763000498,23.33412,21.43262,21.7909,21.78101,21.01909,0,QSO
118933,-5.523452e-05,131.2506,149.3946,5.763089,34.87732,354.260403228471,14.4310297585461,21.09099,18.71664,17.71614,17.3534,17.15691,0,STAR
318675,-0.0001450505,21.77012,42.48223,0.1708807,1.661561,187.959474505864,46.4044582498826,24.15083,21.70716,20.25436,19.12741,18.29606,0,STAR
218250,2.729439e-05,219.8926,249.7769,17.98656,78.17483,121.175682315792,27.6792064478305,19.50692,17.57329,16.80792,16.52517,16.38991,0,STAR
803322,0.4843454,15.13985,23.5649,0.01986918,1.204139,134.823122903157,38.7368562542618,24.92358,21.68667,19.98256,19.12354,18.63496,0,GALAXY
884736,0.3445657,24.61468,34.1515,0.901336,2.491252,172.175115874812,46.4460564367792,23.04449,20.16362,18.39318,17.72968,17.34406,0,GALAXY
1152427,2.837812,4.040818,4.397604,1.928694,3.664592,162.920106874951,48.2981112452593,23.13684,21.21678,21.12641,21.16854,20.85909,0,QSO
1316972,0.8913221,18.04172,20.09418,8.103542,12.08246,158.653486333529,38.8713396415716,20.25338,19.92657,19.67171,19.57787,19.37319,0,QSO
375104,0.0001867576,157.2196,155.5935,70.85416,110.6127,193.780122329662,9.82752335678921,18.33951,17.37016,17.08992,17.01769,16.99064,0,STAR
13095,3.597128e-05,261.0998,283.9273,26.97792,121.1067,120.809931585005,-0.448272701566687,19.07017,17.33355,16.68341,16.44902,16.35969,0,STAR
1265824,0.6650226,16.92773,17.59221,11.84258,15.24439,224.940163271775,9.46542439878169,20.14905,19.61947,19.64389,19.51764,19.36716,0,QSO
67543,9.1379e-05,207.5368,243.8755,16.42409,69.2593,116.284845879968,43.3999568136787,19.79575,17.84271,17.01765,16.67965,16.47002,0,STAR
841052,0.1065079,57.97131,86.68659,1.772043,10.52257,131.171587009463,30.9330165580519,19.88871,17.77525,16.70551,16.17479,15.79206,0,GALAXY
901847,0.5746596,3.696098,5.83021,-0.04489122,0.2804343,144.930045994096,34.1618382864568,26.1921,22.7016,21.56314,20.57397,19.83772,0,GALAXY
524127,0.1263663,93.74448,128.0926,6.524796,20.54517,216.387096900419,60.1821902114603,20.6583,18.67597,17.55889,17.06816,16.69508,0,GALAXY
351380,7.239311e-06,60.43291,69.98644,6.97825,21.60468,356.720265253813,38.4121894772968,20.79408,19.10368,18.3553,18.05994,17.89009,0,STAR
160142,-5.747052e-05,266.3474,302.8874,7.704499,70.97274,337.4966228012,14.3349592811953,20.20733,17.88044,16.89143,16.51246,16.31566,0,STAR
200428,-0.0001251237,302.7687,303.1056,130.1441,206.3396,168.344985518431,58.8410010474165,17.6394,16.6631,16.40067,16.30649,16.3091,0,STAR
295855,-0.00071336,14.44491,15.08203,3.991084,8.693957,213.629993759081,37.0030592047155,21.19823,20.14887,19.94133,19.64712,19.63686,0,STAR
1005116,1.010603,2.417192,3.522908,0.8823662,1.190865,136.110097551937,55.8489229355857,22.64979,22.13312,21.54197,21.23504,20.84003,0,QSO
1038806,1.225298,15.03774,13.87154,14.27418,13.47837,130.772004998507,53.4584174088236,20.24766,20.1777,19.8924,19.92294,20.10871,0,QSO
717926,0.1203806,70.82911,96.80389,3.818084,14.95681,326.455426488703,-0.76761958786249,20.90905,18.87756,17.78354,17.28649,16.89454,0,GALAXY
1318592,2.079223,6.58403,7.460337,8.000794,6.489712,233.241524828981,34.4561509001262,21.09057,21.05528,21.22089,20.85973,20.55477,0,QSO
1007035,2.576762,9.12967,11.17282,4.918065,6.67758,177.44089810746,65.8942519204225,20.84358,20.43135,20.26237,20.06528,19.84224,0,QSO
473216,-5.709895e-05,2.652899,2.345688,2.643466,3.090075,136.897081143175,23.6900812062343,21.90512,21.56061,21.42955,21.51656,21.26273,0,STAR
113549,0.0008784484,7.920028,9.451356,0.3952333,2.77183,173.144983365111,3.75615645802415,26.10964,21.24933,20.4292,20.14434,19.80446,0,STAR
339882,-0.0004773134,39.98299,43.28417,8.880555,20.04737,183.270243722202,39.7455839589462,20.60461,19.2854,18.74906,18.56319,18.47032,0,STAR
1087882,1.193949,1.658363,2.184978,0.3943615,0.7376133,247.764439174508,39.7773995968687,21.53868,21.76077,21.30103,21.13533,21.74567,0,QSO
1488488,2.090124,2.494571,3.559113,3.527346,1.825998,347.219200923783,1.76749550555073,20.85964,20.79443,20.80911,20.68511,20.67052,0,QSO
206036,2.372526e-05,17.6199,44.31779,-0.0304925,0.401388,65.6536257804252,28.8707750458558,25.82555,23.0365,21.0179,19.4271,18.55585,0,STAR
102393,-0.000573371,69.95549,74.67907,11.38173,33.41349,231.83232329723,53.0130228890664,19.92996,18.56266,18.07513,17.8873,17.79286,0,STAR
1458956,0.67901,6.30199,8.436666,2.429063,3.270187,163.930520981578,30.2697466548481,20.6835,20.40592,20.19799,19.87265,19.80375,0,QSO
402361,2.581197e-05,154.4769,175.6579,19.98531,63.34652,153.420184544859,13.1342623508245,19.59594,17.89011,17.27512,17.01004,16.88237,0,STAR
1032298,0.2794025,13.77276,20.06091,4.580783,5.470797,124.465003023895,44.5678311494626,21.28098,20.57067,19.81824,19.5349,19.1855,0,QSO
1283667,1.05721,2.908573,3.226343,0.9824697,1.759649,234.69007746396,45.7772678142227,21.01371,20.91026,20.62391,20.65583,20.77017,0,QSO
593625,0.3021023,31.91466,45.65942,0.135935,3.508736,232.859490810161,0.980464965440586,22.15439,20.02008,18.41839,17.85377,17.43845,0,GALAXY
487721,-0.0001115614,509.4964,542.2662,126.3389,285.5495,53.5147109829143,0.203297135402684,17.73498,16.41874,15.91305,15.70965,15.61535,0,STAR
169286,0.0002801399,13.21224,14.95318,0.6548917,3.870071,116.661619529451,27.0964130555862,23.20558,20.91016,20.044,19.75482,19.51497,0,STAR
4267,-0.0003819694,115.6665,109.6861,60.06857,91.48857,221.595774425864,0.528211210853644,18.18575,16.91729,16.98115,17.01807,17.02806,0,STAR
1431703,2.307051,2.463428,3.435886,0.5364898,1.547481,121.977598528594,21.6609039815694,22.62571,22.00721,21.90797,21.6096,20.88426,0,QSO
1405547,1.385737,1.967434,2.148517,2.11355,1.133214,150.922202683288,33.2267892743856,21.7855,22.08064,21.53597,21.42993,21.27508,0,QSO
1291109,0.5262879,10.73133,12.61873,5.353642,6.421813,352.529909065508,0.78923078385456,21.58559,20.8945,20.46224,19.87422,19.56097,0,QSO
776284,0.1601136,61.77946,80.85119,3.710196,12.9562,248.294681949461,33.4293100006594,20.72883,18.8266,17.69294,17.19683,16.85934,0,GALAXY
970141,0.4959947,10.55612,16.44447,0.07232335,0.8323382,255.526482929387,22.6675233783531,24.10602,22.02037,20.16817,19.22824,18.84901,0,GALAXY
826465,0.1303449,47.37064,68.20691,3.48034,11.3176,188.973689867575,37.8320083451257,21.06885,19.04234,18.01321,17.56616,17.22609,0,GALAXY
1280442,1.410647,14.38152,14.44396,17.6388,12.46379,200.550821078681,45.451951746916,20.01442,20.20233,19.84946,19.83265,19.75129,0,QSO
1376420,0.7133802,2.233404,2.497298,1.395351,2.070558,236.561784378683,25.7064800820038,22.31448,21.93288,21.65593,21.69721,21.25556,0,QSO
1014147,0.6030532,75.72005,68.80003,66.80394,75.68597,140.881307418577,59.6813095983489,18.20802,17.83715,17.97277,17.82481,17.95084,0,QSO
688887,0.1462626,39.74962,53.31315,2.243853,8.008629,312.952252254771,-0.29805021709343,22.24527,19.71252,18.59103,18.07147,17.70614,0,GALAXY
177713,-9.365619e-05,276.9023,279.1966,107.5105,180.9196,218.633540720167,44.2414221816257,17.77827,16.79165,16.46903,16.34313,16.31962,0,STAR
847815,0.5093873,9.593251,14.89349,-0.02196545,0.7678419,189.372718626633,46.4908465058271,25.7279,22.22992,20.31076,19.4313,18.95816,0,GALAXY
1070769,2.4845,11.82388,14.19934,5.768493,9.926214,359.286243365198,0.658247003799166,20.69842,19.87018,19.62991,19.68175,19.49344,0,QSO
653844,0.392199,17.72857,26.23344,0.4073547,1.991912,234.440236517233,51.0300185110023,25.90876,21.08625,19.33291,18.66649,18.22731,0,GALAXY
116695,-0.0002248221,28.18988,52.2039,13.95273,15.88274,259.980091066846,62.8518726040126,19.71145,19.37756,19.39201,18.70527,17.94349,0,STAR
988843,0.1128767,48.68806,58.68692,7.21111,18.17623,183.759795595938,17.1825213185179,19.77215,18.41749,17.75183,17.40091,17.17542,0,GALAXY
790943,0.6505823,6.834837,9.932557,0.3730016,0.7579998,251.301245941588,30.0550752080255,24.87376,22.43077,21.12866,20.11599,19.58768,0,GALAXY
511098,0.7563491,3.1297,5.587975,-0.02732527,0.1636059,28.560339178274,13.9986210542384,24.55109,23.84505,22.50954,20.97757,20.0311,0,GALAXY
1129756,2.154092,9.976933,11.99707,6.384049,7.401784,173.457132826173,52.8096197191701,21.80975,21.25492,20.93015,20.60964,20.30299,0,QSO
1108100,2.185117,0.8011061,1.216275,0.504752,0.8421564,258.118839852894,36.1145033881177,22.58236,21.69588,21.67632,21.70335,21.41548,0,QSO
388248,2.126946e-05,600.02,1080.132,6.014058,46.4617,22.9506727562374,1.00308787162113,20.79656,18.31455,16.87834,15.60984,14.93368,0,STAR
524804,0.6154795,7.305743,12.11731,-0.2082677,0.3854209,227.013960970597,2.10434116788447,23.01527,22.30927,20.88497,19.66772,19.01153,0,GALAXY
417000,-0.000215529,7.3253,8.035569,1.467872,4.202229,121.771980672922,56.8830574534014,22.91014,20.95941,20.6083,20.46381,20.32865,0,STAR
1291161,1.029001,15.48657,14.72057,16.94158,13.89038,195.583127356127,50.8154638102692,20.32426,20.07134,19.64601,19.84992,20.08777,0,QSO
166017,2.264934e-05,11.2352,8.701342,8.492109,17.31458,227.183174973321,40.7251710028436,19.67552,19.31849,19.6302,19.94875,20.28183,0,STAR
327263,0.0002970934,1507.34,1646.965,148.5232,611.8136,192.044079934131,10.5871723433176,17.30684,15.49614,14.80495,14.57317,14.41999,0,STAR
519779,0.08450099,106.1434,136.9773,9.028869,31.0575,200.84348210031,0.698809575163571,19.85064,17.9917,17.09682,16.67765,16.35905,0,GALAXY
1360166,2.786055,18.8844,18.21015,9.299567,15.81897,217.422358313171,51.743894827227,20.6368,19.67601,19.54366,19.41206,19.28495,0,QSO
830591,0.3933246,13.47066,20.08177,0.3338889,1.298508,217.863650534294,31.7461599699507,23.31413,20.9174,19.27089,18.5736,18.25828,0,GALAXY
271608,0.0005226169,63.86768,65.58718,25.84327,41.54689,150.126085351923,44.7387663361709,19.31249,18.38451,18.0505,17.9289,17.92437,0,STAR
1346356,1.847268,3.67995,3.693348,0.8737963,1.393415,120.015458899493,24.7713132952619,21.47699,21.44557,21.3826,20.81878,20.80022,0,QSO
749714,0.5406649,9.812576,16.33606,-0.01008283,0.6878454,227.58404741304,8.76771695834958,25.48435,22.1057,20.34789,19.29772,18.83035,0,GALAXY
1040307,1.108745,10.04603,11.44699,3.439056,5.074633,127.747132426549,47.0250273880172,21.94172,21.50506,20.76502,20.67937,20.67572,0,QSO
440346,-0.0001913181,6.849556,14.90636,0.08002555,0.3600183,211.942142865749,43.7235027227439,24.69158,23.74752,21.91319,20.42668,19.68075,0,STAR
211482,0.0001412802,34.72676,59.51061,0.28999,3.000639,357.856888392039,0.749502259553461,24.39375,21.2272,19.75825,18.63111,18.01155,0,STAR
101022,-3.471908e-05,149.6733,208.5037,1.472728,20.06178,312.301218327446,-0.820518073438663,21.94938,19.22476,17.80815,17.09282,16.66273,0,STAR
855622,0.1041362,72.08318,95.90887,4.626431,18.41646,224.35405781297,23.9906834012626,20.90409,18.67539,17.67319,17.23576,16.8407,0,GALAXY
965588,0.3535708,23.53936,33.07574,0.05540543,1.858067,114.898914199613,47.0360599353258,23.40117,21.03758,19.17769,18.51875,18.05989,0,GALAXY
469294,6.627888e-05,53.07083,55.0081,18.8608,36.47424,82.2820153724545,1.05206078543562,19.1255,17.91466,17.49721,17.31944,17.2431,0,STAR
553209,0.5821458,7.247247,12.38603,-0.1687853,0.266442,168.721407572852,2.57886435688607,25.25865,22.06487,20.46339,19.37399,18.81454,0,GALAXY
1401910,2.614236,2.774772,2.733418,2.579916,3.325558,34.9634271464954,-0.299520460653992,21.71284,20.77348,20.53822,20.5566,20.48065,0,QSO
230475,0.0001447572,29.60018,44.93283,5.548983,12.42417,120.211087992538,23.7708411794417,20.58156,19.50505,19.01848,18.52835,18.06646,0,STAR
803305,0.2789076,20.00137,29.96642,0.4318213,2.281039,134.682599554739,37.741870005672,23.67943,20.47919,18.82555,18.23971,17.92379,0,GALAXY
1437860,2.435969,1.604725,2.052174,0.5656491,1.039626,233.712542925263,17.5529073515709,22.73655,21.99821,21.97733,21.9111,21.81701,0,QSO
446348,-0.0008863327,225.5018,242.55,38.22979,105.4201,217.065871815455,36.5019602099538,18.80773,17.42366,16.87581,16.63934,16.53251,0,STAR
1116605,1.189072,2.97591,3.586746,1.307462,1.803938,173.572208308908,59.1154601400019,21.25676,21.23734,20.93123,21.01654,20.9825,0,QSO
225940,-6.000487e-05,9.650434,8.71653,8.587544,12.51477,119.591710355948,27.3356889694821,20.11968,19.76485,20.02431,20.29001,20.50665,0,STAR
941034,0.6589454,5.50846,9.147537,0.07036919,0.2695578,177.24262328377,39.0169828046496,23.21509,23.24107,21.40086,20.18965,19.4532,0,GALAXY
794529,0.1214535,5.244599,4.290381,3.339891,4.744216,204.885802761847,48.2644068436972,21.16388,20.82289,20.73692,20.54618,20.9568,0,GALAXY
