,class,redshift,spectroSynFlux_i,spectroSynFlux_z,spectroSynFlux_u,spectroSynFlux_g,u,g,r,i,z
926819,STAR,-0.0001983278,26.79853,33.8514,0.6437538,4.408446,23.28435,20.64125,19.40801,18.81332,18.53405
823789,STAR,0.0001480918,7.42999,7.268567,3.80821,5.397068,21.09225,20.65222,20.42706,20.46526,20.37839
1071127,GALAXY,0.07549866,93.94423,118.845,9.154888,28.54395,19.82607,17.94562,17.11678,16.71065,16.47234
1217845,GALAXY,0.2632576,43.02554,54.91636,2.116804,6.390641,22.51062,19.50836,18.00672,17.46578,17.09237
951114,STAR,3.626263e-06,34.90799,36.70377,4.106068,16.21648,21.17473,19.6249,19.06684,18.82413,18.78074
629699,STAR,-0.0006164562,215.1911,215.7438,82.57909,141.9159,18.0434,17.01106,16.6932,16.573,16.55051
661980,STAR,0.0002230358,40.35645,45.00629,2.770073,13.59935,21.41272,19.24013,18.40264,18.10121,17.93991
926882,STAR,-0.001042709,4.419686,4.001585,1.738805,3.421461,21.58829,21.00136,20.83764,20.79259,20.65087
656733,STAR,-6.147225e-05,23.64594,23.79176,8.827966,15.63116,20.52404,19.5201,19.17423,19.0743,19.03962
1121188,GALAXY,0.8094109,3.627472,7.70364,-0.1326202,0.07650119,23.36361,24.47256,21.24188,20.1916,19.25312
772361,STAR,-0.0001554274,59.37338,66.44494,2.465499,16.69679,21.39166,19.35696,18.40841,18.0471,17.8369
1385390,GALAXY,0.4741283,9.124583,14.37669,0.007243882,0.7545277,26.00039,22.0325,20.14885,19.26655,18.83298
416551,QSO,1.237832,2.868726,4.042027,2.450034,2.189077,21.51268,21.52085,21.40427,21.51514,21.74996
517934,STAR,0.0003974017,6.150182,5.701778,3.073708,5.011431,22.21879,20.82665,20.61127,20.47123,20.34183
1070416,GALAXY,0.5545415,5.457081,9.366931,0.07857954,0.4039376,25.43618,21.99938,20.47888,19.44981,18.99479
426936,QSO,1.009682,24.13299,25.01873,25.37074,22.4262,19.29956,19.2357,19.03543,19.09555,19.02332
661241,STAR,5.334814e-05,286.4231,326.0018,11.45292,80.60479,20.17384,17.70172,16.63702,16.30532,16.11154
1463267,GALAXY,0.5486034,6.995495,10.44127,-0.02343688,0.5847522,23.29154,22.62891,20.69963,19.79867,19.35579
5165,QSO,1.144599,9.757696,12.85338,3.123131,5.07196,20.82813,20.65257,20.39898,20.18402,20.03789
1046089,GALAXY,0.0766238,23.06604,28.19884,2.683329,7.882659,18.97468,17.77966,17.1287,16.74049,16.48819
297400,QSO,1.004264,10.1805,11.74869,3.549083,5.20848,21.74856,21.10794,20.4587,20.3864,20.16124
626977,STAR,-0.0001004747,8.568715,8.749623,4.620364,7.385696,24.63465,21.38163,21.91805,21.08073,22.8269
618850,STAR,6.356423e-05,6.22402,6.283424,1.634778,4.937976,22.18618,21.30757,21.32932,21.24753,21.45922
776851,STAR,0.0001190456,6.935884,6.122645,4.011802,9.054767,20.47581,20.03052,20.1673,20.42291,20.61742
602451,STAR,-0.0002087514,84.81978,92.29062,16.60832,40.73211,19.6979,18.38384,17.92978,17.66655,17.73705
485075,QSO,2.293165,13.80321,16.17427,7.581772,11.25724,20.37753,19.8175,19.73034,19.76568,19.61132
1356771,GALAXY,0.5079494,11.88124,18.70339,0.03977771,0.9014887,22.9579,21.9688,19.86818,18.95539,18.41072
66843,QSO,0.3269921,29.13632,49.37773,17.26805,19.20362,19.07255,18.96816,18.79302,18.69002,18.29461
224728,QSO,1.531122,68.93102,62.44887,41.5992,38.84122,18.72781,18.37619,18.01719,17.8371,17.9856
160799,QSO,2.579566,3.301364,4.190997,1.479173,2.349701,22.4319,21.7598,21.41262,21.51739,21.49258
513857,STAR,0.001226301,44.70389,48.5991,17.0708,28.09699,19.90594,18.97605,18.68418,18.55355,18.51137
1340032,GALAXY,0.6403871,4.536033,6.767148,0.3759201,0.654184,26.46421,21.4697,20.52769,19.50648,19.04048
789002,STAR,-0.0005779346,402.7605,428.0368,108.2705,211.3524,17.62958,16.62364,16.13881,15.95822,15.87947
791992,STAR,-0.0002249905,114.1037,114.287,51.37821,87.91624,18.54063,17.52712,17.36924,17.30351,17.34034
723358,STAR,-0.0008224358,78.69889,80.65292,24.43795,50.70105,19.20201,18.1713,17.83794,17.69714,17.65152
348859,QSO,0.8574361,2.351968,2.477967,0.4061876,1.232132,21.74386,21.62772,21.23543,21.11685,20.77242
1415551,GALAXY,0.6792096,10.83411,16.43847,0.4165068,1.094361,24.07276,21.50771,20.29186,19.16225,18.67266
1045863,GALAXY,0.2691033,19.63887,24.34345,3.031416,6.531013,21.02951,19.32773,18.53188,18.37272,18.34796
668668,STAR,-0.0006308018,580.5428,608.5943,151.8005,312.1237,17.34256,16.20925,15.7414,15.5364,15.47916
388183,QSO,3.370091,4.154834,4.09235,0.940106,2.755841,21.55004,20.35941,20.07255,20.01654,20.15578
456482,QSO,2.509082,10.14694,13.10582,6.131486,8.443754,20.82916,20.24256,20.09572,20.15211,20.11844
1114147,GALAXY,0.4506356,8.849959,14.68395,-0.05495692,0.7179812,23.37477,21.99794,20.19977,19.36112,18.96001
405464,QSO,1.936109,3.357558,3.59132,3.090378,2.628071,21.31321,21.50954,21.30108,20.96369,20.6006
158549,QSO,2.255114,2.854598,4.683222,1.037283,1.536579,21.69134,21.08966,20.70774,20.37782,20.13961
249957,QSO,6.160259,22.84954,29.75868,-0.7911416,1.244555,22.8877,22.21028,20.19047,19.0656,18.76188
1279881,GALAXY,0.07076216,83.76361,99.27484,11.46645,23.83336,19.41631,18.02008,17.28806,16.81411,16.54333
930018,STAR,-5.629744e-05,267.6019,397.6526,4.49312,30.76116,21.15683,18.75234,17.29601,16.38877,15.86351
275526,QSO,2.113153,7.735675,9.537173,3.937941,4.475986,20.792,20.5535,20.44774,20.36389,20.0986
1128008,GALAXY,0.4003334,17.08598,24.81934,0.2472082,1.86962,23.14429,20.94389,19.20627,18.52531,18.16439
90907,QSO,0.3523539,68.55702,128.4801,38.56421,48.49025,18.3364,18.14449,17.97293,17.9264,17.17663
1319401,GALAXY,0.1638459,64.07928,98.67942,2.651247,10.35885,20.32765,18.40685,17.0386,16.50746,16.15138
738878,STAR,0.0002559441,84.36601,94.08842,10.03823,35.71533,20.2341,18.61685,17.95462,17.71676,17.57215
1074929,GALAXY,0.05136824,55.18237,71.24232,6.412469,17.17544,19.51888,17.75151,16.94327,16.52719,16.24084
176086,QSO,0.6008045,3.833397,4.009422,1.834612,2.413784,21.61552,21.10869,21.02163,20.76158,21.04988
734570,STAR,0.0001318956,681.1718,729.9161,157.4866,400.7194,17.01227,15.95753,15.60101,15.47185,15.41718
1426550,GALAXY,0.2615113,27.12933,41.32762,1.400692,4.18496,20.05159,18.76947,17.54726,17.02142,16.59699
117694,QSO,1.864922,65.2318,65.00394,29.78399,41.23394,18.3167,18.31047,18.26986,17.92002,17.9055
139755,QSO,1.194226,5.546764,5.781401,1.593825,2.856682,22.10592,21.42916,20.97747,20.88595,20.83048
387552,QSO,1.976861,28.22507,34.67825,17.87814,17.51499,19.53734,19.18974,19.04986,18.85488,18.70115
973055,STAR,-0.0001184274,3.370728,16.59709,0.3374152,-0.08481362,23.02417,23.91127,23.15414,20.27366,18.43809
248996,QSO,1.617508,23.79081,24.36634,6.227492,11.1677,20.08389,19.61189,19.33898,18.98914,18.95616
656387,STAR,0.0003264008,12.72874,24.78264,0.2002482,0.9710744,23.66766,22.40239,20.91182,19.68681,18.99387
510526,STAR,0.0003752202,148.4018,170.666,22.9381,60.82138,19.62382,18.08462,17.37535,17.11341,16.98661
574004,STAR,0.0001062962,29.46572,28.32875,35.9534,45.77723,19.41565,18.45033,18.68318,18.85261,19.05622
1430452,GALAXY,0.5140165,18.55431,26.25951,0.1991948,1.483947,22.74697,21.25767,19.50694,18.50969,18.00997
1390578,GALAXY,0.03305731,205.7023,260.4232,20.90585,66.60986,18.89859,17.19573,16.41454,16.03705,15.73462
1448168,GALAXY,0.3661165,25.60499,35.9704,0.5051445,2.713476,24.22199,20.98275,19.18176,18.58094,18.11255
320614,QSO,0.5768726,17.4102,16.76077,18.70271,19.28763,19.58788,19.21054,19.35187,19.10447,19.0652
641997,STAR,-2.803679e-05,112.8572,116.3795,28.4714,61.82803,19.17344,17.97241,17.5188,17.35987,17.2788
961255,STAR,7.339825e-06,30.20911,61.40456,0.1455122,2.206986,24.32933,21.62555,20.26358,18.81153,18.10911
1241016,GALAXY,0.4828963,8.480541,13.55263,0.1776541,0.8310118,22.8532,22.45153,20.68768,19.71376,19.16052
456975,QSO,0.5195417,14.69661,19.28946,3.394367,5.813736,21.34882,20.37395,19.96118,19.50823,19.3918
430599,QSO,1.139112,7.917321,7.283713,3.808759,5.47848,20.57566,20.42414,20.0903,20.02953,19.92154
149896,QSO,0.5590455,5.498493,6.646371,2.046648,2.504839,22.11533,21.36611,20.97027,20.5772,20.19661
403781,QSO,0.7413075,3.627095,4.880545,0.2998373,1.023649,25.55627,22.68265,22.01321,21.27195,21.0265
93911,QSO,1.624376,14.73828,15.10587,8.378941,10.19893,21.04096,20.54737,20.22523,19.85938,19.64896
193917,QSO,0.4195251,37.00283,38.33277,27.15362,31.1886,18.85737,18.6694,18.75368,18.62739,18.39838
201483,QSO,1.221764,1.909947,2.011486,1.430148,1.650407,21.27044,21.44266,21.31832,21.25157,20.92653
50088,QSO,1.796075,2.206193,2.717214,0.931585,1.370056,21.69979,21.60444,21.42109,21.16801,21.12991
1276270,GALAXY,0.05448522,57.21504,67.73239,8.544241,20.86004,19.09458,17.77064,17.09042,16.66579,16.42118
208678,QSO,1.689578,1.5542,1.574713,0.8919972,0.9832899,22.31833,22.15706,21.98792,21.6534,21.62
836186,STAR,-7.341071e-05,4.113545,3.831931,2.09929,3.538511,21.65657,21.01291,20.9826,20.89179,21.07905
999494,GALAXY,0.0485734,28.90014,33.31867,6.893316,15.07136,19.30481,18.2557,17.84356,17.56442,17.36537
325160,QSO,3.225656,3.330443,2.845207,0.5055581,2.173378,23.92619,21.64388,21.39052,21.4009,21.52404
1307965,GALAXY,0.5007372,8.14201,12.46329,0.1564462,0.774166,23.12043,21.51581,20.0727,19.17345,18.71214
602793,STAR,-0.0003322446,116.1618,121.9634,47.23432,78.60747,18.5163,17.61142,17.30786,17.19839,17.16527
753933,STAR,-0.001057371,23.66155,24.38101,8.918964,15.78893,20.44429,19.53687,19.20898,19.08526,19.00501
1242674,GALAXY,0.5656844,7.263535,11.95329,0.1029238,0.5336432,24.64424,22.71632,21.11657,20.02965,19.48852
404176,QSO,1.038007,2.70638,3.23401,2.213629,2.314696,20.86454,20.74911,20.38685,20.32794,20.47183
1107765,GALAXY,0.04585491,111.948,148.0047,11.96071,33.78782,19.48967,17.8646,17.01221,16.57049,16.21589
760895,STAR,-8.394802e-05,13.18488,25.63521,0.08409542,1.024641,25.39278,21.95688,20.73077,19.59424,19.04959
1488006,GALAXY,0.1363993,99.44024,132.5388,8.081583,24.47812,19.4771,17.72285,16.75856,16.318,15.99181
989070,STAR,-0.0002762687,17.01767,18.61603,1.951133,7.410406,23.38901,20.38083,19.68062,19.46128,19.41233
231854,QSO,1.333189,13.3059,11.54418,11.34389,12.17317,20.07753,20.05596,19.88404,19.82389,19.94818
1188815,GALAXY,0.3614995,19.01414,28.88061,0.4010742,1.901739,24.83108,21.11341,19.28375,18.66623,18.21904
1138485,GALAXY,0.4252596,10.84311,17.03711,-0.01512232,0.8100794,24.81013,21.81122,20.0542,19.24726,18.73095
83359,QSO,0.8201547,19.11708,21.11596,15.41446,20.0426,19.17247,18.8956,18.81376,18.87866,18.78923
675831,STAR,2.317239e-05,1072.122,1656.063,14.07028,108.7669,19.59402,17.14004,15.73534,14.76943,14.24683
825260,STAR,0.0003072314,20.17307,25.07058,0.7835122,5.826926,23.54638,20.40791,19.60971,19.32267,19.13544
750584,STAR,-9.586314e-05,689.5723,750.5659,82.33227,309.1367,17.87429,16.24219,15.60563,15.36996,15.26117
1157292,GALAXY,0.5400892,8.205215,13.57579,-0.001245147,0.6958345,25.84137,22.62012,20.87943,19.82794,19.24492
967171,STAR,0.0006785521,5.720116,7.854891,0.04413663,0.9139425,24.67325,22.2755,21.04569,20.47147,20.1531
1370507,GALAXY,0.0880058,63.88543,84.24769,5.215493,17.14618,20.37983,18.47993,17.51947,17.06278,16.71163
535324,STAR,0.0004422411,3.284874,2.919689,3.147846,4.984463,21.3402,20.88026,21.18636,21.4367,21.64561
680383,STAR,0.0009505773,320.4456,368.1683,40.58287,137.1412,18.76712,17.20366,16.47162,16.1641,15.99971
875444,STAR,0.0003182718,29.8344,31.05249,12.21103,21.0986,19.94124,19.08763,18.81148,18.75168,18.70941
1144185,GALAXY,0.4629166,10.35314,16.67943,0.1530564,0.7915276,25.22197,22.02357,20.56711,19.68685,19.28937
355027,QSO,0.9007,9.481997,12.51657,6.014904,7.165823,20.71498,20.37377,20.09343,20.0834,19.96869
626473,STAR,8.124795e-07,7.166535,11.21884,0.1867061,0.9571387,24.16183,21.96408,20.49272,19.56886,19.09419
257917,QSO,1.289412,3.067134,3.649951,1.505481,1.610754,22.09118,22.03284,21.34779,21.57266,21.41597
247555,QSO,1.727661,2.254321,2.416868,1.180478,1.581857,21.45937,21.35848,21.26073,21.08553,20.57513
1015990,GALAXY,0.5888208,7.656922,13.25172,-0.008057701,0.4106966,23.96779,22.59948,21.32473,20.03645,19.56236
173807,QSO,1.396996,14.36768,15.4025,11.92073,10.96721,20.46418,20.10263,19.91086,19.79185,19.71132
239179,QSO,1.178787,30.24889,25.93317,21.02333,21.62044,19.04784,19.12568,18.81465,18.74572,18.97976
1422047,GALAXY,0.5979252,5.942255,9.614236,-0.1193224,0.2856665,23.06722,23.05641,21.03542,19.85298,19.69974
1109598,GALAXY,0.1532091,69.4579,87.55288,9.389853,19.08479,19.69087,18.37967,17.53896,17.09514,16.80111
496236,QSO,2.748625,2.402962,2.533195,1.009345,1.878538,23.07139,21.73839,21.78286,21.98294,21.50563
496880,QSO,1.664144,4.144014,5.99534,0.6296284,1.186946,22.76445,22.43707,21.73941,21.00679,20.65387
209595,QSO,2.784508,1.996242,2.645482,0.2166125,1.073488,24.01249,21.87533,21.61562,21.50723,21.13303
436405,QSO,1.233731,4.922945,5.021503,4.678885,4.654328,21.32266,20.97326,20.53681,20.40001,20.01451
62537,QSO,1.746493,13.48798,13.65979,14.68227,14.18231,19.88613,19.70083,19.86448,19.66807,19.73569
971532,STAR,0.0001445197,11.80856,12.9533,0.4237356,3.430152,24.63466,22.41303,20.61922,19.78827,21.37438
305376,QSO,1.119492,31.94788,29.80888,16.49728,21.03545,18.75365,18.77011,18.50578,18.52408,18.68464
576340,STAR,-2.86692e-05,57.05042,65.14668,7.202951,22.00558,20.86442,19.0812,18.37664,18.09809,17.97515
766786,STAR,0.0004500258,37.38877,38.58046,10.19083,20.3216,20.23845,19.209,18.76181,18.56489,18.5471
1415448,GALAXY,0.1216732,69.69139,91.46313,5.175449,17.92722,20.4982,18.58068,17.5356,17.12358,16.81569
220411,QSO,1.93565,3.709232,2.933044,2.788652,3.693924,21.04205,20.85705,20.88625,20.48978,20.43324
833909,STAR,4.943109e-05,94.42788,97.12543,38.43961,59.9231,18.87104,18.02095,17.69105,17.55973,17.50746
1051569,GALAXY,0.6148618,9.7047,15.47127,0.2420785,0.9660269,26.1649,22.43335,20.15323,18.99805,18.57133
351177,QSO,1.518891,2.777959,2.631846,2.703271,2.576113,21.06101,21.11226,21.22952,20.84887,20.7422
1103573,GALAXY,0.06303232,27.6542,29.88531,4.980445,18.99114,19.07266,18.21911,18.09436,17.8613,17.85287
587364,STAR,7.169452e-05,605.9151,772.9484,-3.157477,135.9313,20.17587,17.13756,15.9187,15.55597,15.26937
1047392,GALAXY,0.657487,5.59865,9.399858,-0.1388602,0.2127577,24.67475,23.59714,21.93717,20.61206,19.74826
1104495,GALAXY,0.3286578,14.04759,18.19912,0.658029,2.553933,21.72115,20.58936,19.34497,18.98268,18.78124
906788,STAR,-0.0001275449,6.181014,5.409703,4.771217,6.459008,20.7929,20.35508,20.22481,20.27295,20.38505
1214782,GALAXY,0.6500843,8.730124,15.63348,0.09029309,0.4237745,23.3063,22.57795,20.78103,19.67229,19.11422
334908,QSO,1.582593,21.58302,24.71355,3.580247,8.68657,21.03037,20.04024,19.61749,19.14971,19.1063
192217,QSO,2.881857,6.016692,5.155247,3.422048,6.250811,21.32874,20.36233,20.2086,20.15816,21.11249
1393710,GALAXY,0.04324852,19.54937,23.19315,4.030332,8.237978,18.94656,17.72633,17.35609,17.15913,17.22982
1036410,GALAXY,0.07260184,105.7348,134.6852,6.435024,28.46577,19.09787,17.19077,16.29689,15.85858,15.54531
87979,QSO,0.4353846,9.201832,14.42412,0.6152759,0.8683721,24.96847,21.8726,20.32309,19.54486,19.15576
1166345,GALAXY,0.07623687,172.3426,225.6864,11.01991,44.61604,19.26332,17.26682,16.37059,15.88559,15.56374
1063165,GALAXY,0.1298724,62.84205,81.39241,6.427507,17.41839,20.15023,18.50536,17.62546,17.19347,16.89443
548774,STAR,-0.0003673937,24.60103,24.77651,17.02474,22.61687,20.0705,19.08723,18.95608,18.96671,18.96997
235983,QSO,0.9192601,1.834392,3.058353,1.228246,1.215174,21.35129,21.12006,20.88565,20.91242,20.44037
248854,QSO,2.442224,0.9655011,2.523453,1.17127,1.693351,21.98211,21.02055,20.94211,20.8506,20.35935
554191,STAR,-0.0002396705,24.81144,26.26835,7.749558,14.93992,20.41018,19.55415,19.19428,19.0499,18.99353
1019823,GALAXY,0.62611,4.568308,6.787372,-0.08233763,0.341888,22.80356,23.3409,21.06245,19.80946,19.47696
475183,QSO,2.184265,8.340527,8.09796,7.510589,9.342995,20.79206,20.26342,20.04838,20.06294,19.81866
181145,QSO,1.274423,3.106131,3.744573,2.302601,2.296552,21.13823,21.03728,20.94273,20.74202,20.59793
1440088,GALAXY,0.1165379,60.76932,77.72736,7.926948,16.63868,19.34488,17.78679,16.99119,16.5666,16.25979
1372005,GALAXY,0.4340091,6.897803,11.64857,-0.3023445,0.2347618,25.90134,22.07349,20.26228,19.33622,18.98887
393404,QSO,0.9875452,7.503442,8.360041,6.108248,6.704908,20.31289,20.28443,20.05921,20.08238,20.02151
980793,STAR,0.0002285056,58.54014,59.852,22.56424,35.99308,19.60145,18.59959,18.27192,18.14098,18.06747
864306,STAR,-5.770571e-05,31.43708,53.0847,0.6149544,2.145572,23.68192,21.38577,19.79052,18.803,18.19082
823896,STAR,-7.962277e-05,64.78268,72.70198,2.664958,22.72663,20.60281,18.54821,17.7016,17.36134,17.1482
592232,STAR,0.0001088817,1.258203,5.32426,-0.0129425,0.1273561,23.43513,22.63594,22.12119,20.84853,19.72101
736859,STAR,-6.416032e-06,16.41453,46.52413,-0.03758483,0.3161934,23.62532,23.05928,21.48595,19.23336,18.13643
312942,QSO,2.516313,2.640501,3.125508,1.73722,2.571194,22.08843,21.44378,21.39157,21.27729,20.93252
392353,QSO,1.611642,6.806705,6.925092,3.428457,3.83293,20.83022,20.4311,20.3315,20.05068,20.06418
40351,QSO,1.777408,26.73752,28.51791,18.05231,20.32811,19.55195,19.32972,19.23701,19.00826,19.10874
522198,STAR,-4.57638e-05,9.812818,18.61955,-0.1042064,0.7152337,24.62554,22.36964,20.73732,19.59285,18.95665
301961,QSO,0.8571372,6.786172,10.38603,3.809507,4.768973,21.77776,21.09199,21.03473,20.73415,20.33777
1180185,GALAXY,0.1190813,41.76725,54.67352,2.757288,9.941831,19.68423,18.24351,17.39811,16.95458,16.63317
36121,QSO,0.6263444,23.64823,25.24661,6.462572,12.27316,20.66523,19.80931,19.42933,19.07707,18.95045
1282720,GALAXY,0.7518144,2.765716,5.765255,-0.09304205,0.0770757,26.74128,23.03712,21.28344,20.01359,19.26815
67303,QSO,2.216978,14.09565,20.74994,2.407832,6.598256,20.59503,19.88983,19.53876,19.41866,19.14146
897596,STAR,-0.000272723,6.61934,6.242414,2.709227,6.111268,21.69463,20.43147,20.41995,20.54707,20.3712
1035481,GALAXY,0.7943481,5.017651,9.563513,0.03744225,0.350934,23.14338,22.92284,21.38654,20.24399,19.49854
1035591,GALAXY,0.08404412,289.4047,385.7123,17.73657,73.54476,18.40322,16.29704,15.33202,14.88029,14.52349
959555,STAR,0.0003008839,58.0322,59.3987,21.30693,36.33862,19.63136,18.6065,18.24968,18.11041,18.1112
1432,QSO,0.4839995,12.34212,15.68151,1.90877,1.78574,21.44457,20.86348,19.64919,18.88658,18.82761
544037,STAR,0.000195413,4.966803,4.077456,2.064446,3.744068,23.5548,21.15971,21.543,21.04086,21.14742
884583,STAR,-4.252174e-05,938.3935,1010.901,129.7431,422.3225,17.45878,15.82041,15.23496,15.03662,14.95144
654936,STAR,5.742717e-05,63.73265,75.19422,1.65087,14.24956,22.55953,19.50193,18.37974,17.9228,17.65342
627508,STAR,0.0001059616,10.34953,18.2655,-0.03959322,0.6953131,23.24456,22.47004,20.90414,19.87173,19.3291
1133192,GALAXY,0.5704749,4.649414,7.326297,-0.001077827,0.3753156,23.53726,22.94696,21.29628,20.28513,19.70931
381402,QSO,1.712916,13.10872,12.48471,5.076238,8.610606,20.28703,19.98858,19.78793,19.44164,19.44024
1360921,GALAXY,0.5074891,9.346041,14.60966,0.501434,1.075102,24.07515,22.08942,20.44497,19.57091,19.08214
105783,QSO,1.029516,10.44548,9.527222,10.25175,11.13337,20.42932,20.17961,19.99553,20.09678,20.32337
24088,QSO,1.535822,3.913919,3.500812,1.901659,2.186477,21.53484,21.43458,21.11169,20.94959,21.41953
879237,STAR,8.035366e-05,63.10907,128.1802,1.021128,4.583107,24.76029,21.4338,20.19683,18.77777,18.93802
1065420,GALAXY,0.1051572,37.82515,39.98692,14.8308,19.43969,19.05812,18.27873,17.77773,17.41545,17.31107
1159964,GALAXY,0.4110793,22.38491,31.10299,0.5536009,2.243798,22.13013,20.59455,18.86155,18.19475,17.76544
173179,QSO,0.5406321,14.70929,15.78442,11.87654,12.61654,19.93194,19.55164,19.59569,19.32962,19.2714
308262,QSO,1.346419,9.361864,10.13862,5.189112,4.742576,20.61952,20.66523,20.23816,20.20291,20.28121
914289,STAR,-9.421226e-05,48.41701,49.19348,20.0864,37.71641,19.30199,18.39544,18.15208,18.05885,18.0274
688570,STAR,-0.0005661904,28.33426,27.90632,13.63779,22.59732,20.07479,19.16989,18.87212,18.76749,18.76507
1101557,GALAXY,0.03931959,39.04324,46.21564,9.240161,19.44941,19.74699,18.69667,18.26695,17.95046,17.75897
182313,QSO,3.022924,5.706228,6.226071,2.655182,4.671701,21.87476,20.7258,20.5513,20.66154,21.04922
463588,QSO,1.984113,20.55279,25.96175,21.2724,15.87317,19.88997,19.78706,19.695,19.48819,19.42083
698906,STAR,-0.0001613775,12.01334,22.99018,0.01687639,1.142213,25.14108,25.26081,21.73295,20.11774,19.35461
309440,QSO,1.964629,4.941446,6.085417,5.900512,3.574165,21.33439,21.38218,21.53094,21.04283,21.29044
1046956,GALAXY,0.07167918,200.2477,250.1833,14.45661,57.97313,19.07869,17.20415,16.35723,15.96651,15.66658
115648,QSO,0.9169,12.59661,14.40349,6.521402,8.620324,20.15053,19.82426,19.50221,19.50044,19.43816
1373568,GALAXY,0.6197219,4.033407,6.421104,-0.01090223,0.2392659,24.24075,23.54235,21.63061,20.58482,19.8846
154312,QSO,1.340422,5.821598,5.073938,8.1472,6.156153,20.99775,20.94647,20.65833,20.74965,20.84002
995900,STAR,-0.0004593847,11.31436,13.16146,1.435477,4.341376,22.37514,20.79978,20.15205,19.82145,19.72118
309536,QSO,0.7116086,3.666527,5.282739,0.6087884,1.577561,22.73771,21.43552,21.08566,20.65537,20.35861
546547,STAR,0.0001165708,7.884043,7.613111,2.139337,4.811202,21.98631,20.48723,20.20374,20.07596,19.99476
143141,QSO,0.6936335,1.921481,2.530633,0.8199958,1.220186,21.8638,21.2701,21.26212,21.1097,20.6434
762216,STAR,0.0001205642,68.31893,163.3997,-0.08873215,2.422525,24.62484,21.45658,19.68791,17.9166,16.9057
683112,STAR,-3.563028e-05,47.15792,81.32526,0.9363009,3.650111,23.85329,20.96096,19.4423,18.28115,17.61482
53650,QSO,2.750699,1.737413,1.736212,0.8174826,1.500797,22.56622,21.92055,21.5785,22.0866,21.27164
329689,QSO,2.696323,3.234604,3.77544,1.903363,2.746335,21.84949,21.06202,20.99702,21.03933,21.21597
1400150,GALAXY,0.08033811,138.6444,172.9264,19.77806,45.4196,17.74507,16.45603,15.76898,15.40287,15.14769
538668,STAR,-0.000399844,6.29008,6.73934,0.8859038,2.775361,23.94937,21.04344,20.38475,20.1812,20.07034
162695,QSO,2.889823,3.380348,3.815056,2.046205,2.920757,24.58924,21.78241,22.00371,21.68029,22.04126
889724,STAR,-0.0007792256,200.7,201.587,115.9761,151.0439,18.02293,17.08915,16.83552,16.71035,16.66902
731261,STAR,-0.0003253499,24.59145,50.8656,0.2327965,1.575455,24.69298,22.16338,20.55215,19.02284,18.05632
